1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99 100
1 45 70 75 92 64 50 33 86 87 9 60 18 60 32 4 69 48 38 71 43 32 83 67 7 50 49 32 11 54 4 56 51 63 99 43 43 0 71 52 50 33 90 34 15 31 66 93 42 23 10 92 37 89 15 17 39 34 89 9 35 83 4 60 9 69 7 16 74 88 29 40 31 36 91 88 72 38 28 61 97 24 57 1 33 18 24 65 59 57 60 6 69 36 8 55 81 94 83 53
70 90 15 33 7 92 38 44 63 46 44 46 26 92 63 44 51 69 17 37 58 98 73 64 1 50 95 7 94 45 19 18 56 18 41 8 13 71 0 81 36 78 37 46 17 90 52 48 32 94 2 20 61 80 81 15 36 95 29 36 87 48 99 49 54 33 31 53 87 17 13 34 48 56 72 28 28 82 11 17 57 4 66 5 95 90 58 95 25 10 56 54 54 43 36 21 5 46 15 64
66 15 59 89 1 77 99 68 89 30 95 77 21 19 66 95 48 6 32 62 9 59 4 67 22 60 92 77 10 42 32 78 64 85 2 81 17 52 81 0 8 67 81 20 22 23 51 59 72 9 70 27 66 49 45 94 11 22 28 21 35 37 15 45 22 33 81 94 41 68 55 33 40 33 79 36 41 82 25 94 75 5 41 19 89 56 88 10 86 79 98 79 70 52 37 25 43 52 63 89
4 82 35 70 20 21 24 46 47 50 28 88 97 85 48 81 26 93 10 35 23 8 55 26 95 53 69 60 15 5 95 57 13 51 51 74 71 50 36 8 0 55 89 45 47 58 20 37 27 51 20 43 30 52 13 36 36 55 40 19 86 50 38 56 56 45 88 37 94 16 77 39 62 55 77 21 95 92 36 38 14 67 95 60 96 87 62 13 94 88 4 2 48 25 66 30 74 38 95 67
34 51 20 43 5 69 75 78 61 9 85 11 14 44 24 40 71 27 68 29 83 95 62 85 38 18 26 48 49 11 33 61 46 96 28 95 22 33 78 67 55 0 8 30 89 22 89 96 18 31 79 90 16 66 18 71 86 23 86 73 67 41 46 28 36 68 54 46 68 98 21 31 51 84 29 5 68 78 16 41 26 39 80 35 54 62 21 93 38 52 43 26 58 71 15 96 53 45 46 18
9 40 65 75 29 5 88 70 51 5 86 36 19 69 32 70 76 21 55 8 66 11 49 67 33 63 27 84 42 20 52 25 55 34 11 95 23 90 37 81 89 8 0 28 54 57 10 69 83 10 3 82 6 63 50 98 89 92 91 58 69 79 50 80 2 85 90 9 89 24 97 4 3 90 47 18 15 80 43 77 79 92 89 3 44 19 14 73 11 58 8 29 40 25 48 2 3 7 5 47
69 17 90 62 97 89 76 26 94 60 64 76 92 26 18 32 45 93 25 4 3 79 72 11 94 45 72 18 8 42 20 94 28 37 92 29 41 34 46 20 45 30 28 0 13 39 62 29 11 7 31 98 28 78 18 32 91 90 98 14 88 7 3 38 42 95 49 3 42 4 58 66 30 95 26 40 37 96 45 21 6 83 41 63 22 56 36 78 89 85 80 78 46 44 21 92 70 39 6 82
37 87 54 50 11 67 3 13 71 71 61 37 71 66 18 43 63 91 14 83 57 76 65 81 91 76 32 62 68 65 93 51 6 38 41 46 2 15 17 22 47 89 54 13 0 37 67 73 74 25 56 21 41 2 97 22 7 80 12 66 5 68 58 56 69 83 46 29 21 2 38 92 96 27 65 70 16 55 32 26 42 8 31 67 35 82 16 93 26 7 20 12 7 3 76 42 61 18 66 54
40 37 90 94 19 53 50 96 17 44 91 43 55 3 12 32 6 24 62 51 66 80 49 71 43 56 25 36 78 2 67 67 31 77 37 35 26 31 90 23 58 22 57 39 37 0 95 69 52 61 81 72 39 92 33 57 16 53 72 71 4 57 65 64 61 60 11 21 84 13 67 51 34 50 59 2 80 91 18 43 37 62 84 4 72 8 5 1 14 91 72 74 94 84 6 12 73 84 6 84
6 17 13 18 56 97 42 10 19 9 78 4 43 9 80 61 26 85 28 44 84 8 92 45 65 70 13 45 38 19 13 79 37 40 64 3 12 66 52 51 20 89 10 62 67 95 0 67 96 91 11 26 77 69 52 82 81 62 77 3 12 14 69 74 36 2 16 41 48 17 96 22 16 19 45 46 89 44 50 93 75 31 41 15 84 25 41 99 15 66 58 55 61 82 25 69 63 38 88 46
48 99 31 95 66 83 2 41 29 20 95 92 7 90 85 45 31 97 94 7 62 1 44 52 16 24 65 41 45 12 40 28 46 38 18 27 6 93 48 59 37 96 69 29 73 69 67 0 59 82 97 74 35 77 69 60 69 1 89 64 75 25 84 22 9 63 13 45 51 86 90 8 49 86 67 27 16 87 23 58 30 56 6 44 66 13 65 6 14 82 22 79 52 7 98 82 95 99 36 54
9 52 45 1 95 36 93 85 5 79 65 41 74 24 31 90 48 5 41 56 39 88 49 39 13 15 41 82 22 37 34 86 87 66 20 85 33 42 32 72 27 18 83 11 74 52 96 59 0 14 52 34 44 90 63 13 6 78 58 59 68 25 66 80 84 73 96 65 58 11 40 45 50 11 32 74 61 29 9 22 70 41 96 67 65 37 78 73 13 57 97 40 50 63 74 68 45 48 92 68
41 24 32 63 89 67 41 10 11 66 19 84 16 17 39 7 12 92 65 13 45 18 36 68 2 93 69 1 26 62 56 89 71 52 38 72 73 23 94 9 51 31 10 7 25 61 91 82 14 0 20 71 12 85 23 61 99 1 8 10 39 12 99 97 52 64 46 40 54 75 73 80 32 59 76 29 1 33 42 32 82 13 16 11 70 23 48 92 29 90 43 16 87 2 17 76 53 69 17 61
77 73 89 46 22 71 63 86 25 70 77 85 29 82 29 20 4 22 63 26 66 59 44 83 38 63 29 98 71 83 2 55 5 46 72 96 33 10 2 70 20 79 3 31 56 81 11 97 52 20 0 34 81 96 28 68 36 66 8 9 24 95 75 83 75 26 83 70 45 23 44 7 7 25 78 15 86 53 67 75 75 21 42 82 37 19 41 73 34 47 28 76 29 21 86 48 71 84 37 95
44 35 7 7 66 46 27 76 66 28 15 12 76 35 4 74 52 10 50 69 24 87 63 24 73 94 3 33 6 19 12 24 34 38 17 34 64 92 20 27 43 90 82 98 21 72 26 74 34 71 34 0 51 50 34 25 81 85 31 93 11 82 64 48 79 7 1 73 9 77 67 54 22 14 6 93 27 57 40 13 53 22 29 27 16 1 81 69 97 40 22 84 55 74 26 33 73 92 57 66
33 6 79 49 72 85 27 20 89 88 93 17 7 89 76 68 49 38 15 33 93 25 27 67 85 44 55 51 6 13 13 26 78 88 92 75 70 37 61 66 30 16 6 28 41 39 77 35 44 12 81 51 0 4 28 72 29 76 54 25 80 7 55 82 34 48 9 2 62 56 51 16 69 80 66 53 48 56 59 9 24 70 97 91 45 13 53 60 53 89 70 77 55 16 62 86 18 61 76 70
3 12 93 69 41 24 27 84 82 91 65 23 40 28 23 59 16 59 44 24 90 59 67 59 25 12 14 64 52 68 70 30 44 5 20 32 13 89 80 49 52 66 63 78 2 92 69 77 90 85 96 50 4 0 55 20 58 36 69 44 83 42 19 65 64 95 9 99 87 5 36 79 1 18 75 88 69 52 29 31 15 71 71 50 84 19 77 85 39 75 9 73 34 7 8 39 22 92 56 87
87 86 52 64 95 54 33 99 1 20 18 84 14 26 78 79 20 36 28 7 19 73 44 13 73 42 76 21 15 75 23 28 87 10 32 74 18 15 81 45 13 18 50 18 97 33 52 69 63 23 28 34 28 55 0 1 79 92 3 81 13 37 11 55 16 32 20 16 41 60 5 42 1 93 26 39 58 48 24 42 31 83 43 25 85 88 75 63 95 65 25 4 67 96 63 65 16 12 35 66
90 75 64 76 57 13 69 84 23 18 38 30 41 50 25 1 77 68 19 75 64 50 86 24 98 64 4 31 48 40 40 62 9 94 48 57 90 17 15 94 36 71 98 32 22 57 82 60 13 61 68 25 72 20 1 0 2 48 75 64 38 78 53 83 9 30 23 51 99 2 83 65 50 6 98 2 22 29 46 29 77 68 34 58 49 66 23 22 86 17 41 85 6 84 99 81 83 48 34 82
69 85 44 37 91 67 92 25 67 18 13 25 42 96 25 76 1 41 79 12 53 21 67 19 3 36 18 74 73 77 26 30 68 85 87 83 8 39 36 11 36 86 89 91 7 16 81 69 6 99 36 81 29 58 79 2 0 13 47 47 7 14 50 28 81 65 47 63 79 98 66 79 31 68 47 63 63 8 87 44 91 24 37 2 5 21 35 77 61 43 68 41 19 11 19 44 18 21 30 26
55 92 81 95 51 59 25 34 25 36 39 58 32 9 7 85 29 95 80 37 2 10 60 85 8 43 14 56 57 88 6 94 14 51 26 82 99 34 95 22 55 23 92 90 80 53 62 1 78 1 66 85 76 36 92 48 13 0 53 32 22 6 56 60 83 50 34 66 77 81 8 80 45 43 23 94 77 92 94 97 50 43 9 38 7 33 75 57 73 22 62 59 66 61 55 44 28 1 40 17
92 79 4 9 23 22 81 61 24 75 53 3 92 80 33 13 81 33 50 88 78 76 79 8 18 77 93 15 64 34 74 32 24 35 44 64 8 89 29 28 40 86 91 98 12 72 77 89 58 8 8 31 54 69 3 75 47 53 0 7 89 80 33 22 88 68 99 54 35 47 57 94 38 8 25 52 83 72 99 8 3 67 88 77 55 70 75 34 94 4 39 61 92 96 45 25 6 18 83 72
88 49 19 77 43 26 89 74 54 81 10 86 54 2 96 83 72 18 93 6 49 30 92 59 48 63 48 60 80 13 4 88 14 11 48 13 69 9 36 21 19 73 58 14 66 71 3 64 59 10 9 93 25 44 81 64 47 32 7 0 27 96 86 76 77 82 8 60 30 60 83 56 16 59 69 33 35 35 18 90 85 34 5 37 64 95 13 18 10 72 47 80 13 54 27 21 85 2 74 86
16 94 14 74 85 48 4 71 34 88 37 77 5 44 76 80 60 36 58 8 52 63 43 31 49 18 54 46 47 13 30 89 9 14 85 18 41 35 87 35 86 67 69 88 5 4 12 75 68 39 24 11 80 83 13 38 7 22 89 27 0 25 72 8 23 90 42 74 7 84 20 16 35 87 86 57 41 63 6 51 21 51 90 99 16 8 86 4 5 73 3 90 14 38 54 79 74 74 41 54
86 81 83 29 55 75 2 70 6 29 43 57 44 33 94 20 2 77 73 98 67 74 94 98 28 24 51 66 51 70 85 76 67 24 48 26 17 83 48 37 50 41 79 7 68 57 14 25 25 12 95 82 7 42 37 78 14 6 80 96 25 0 64 33 40 71 75 81 98 49 50 22 32 2 51 94 95 19 63 49 33 11 2 21 60 26 15 41 96 53 37 19 68 28 11 26 9 84 79 65
23 91 83 54 65 23 92 81 37 23 60 37 24 17 53 78 45 29 88 80 42 87 90 78 19 80 45 52 83 81 18 91 31 49 79 53 83 4 99 15 38 46 50 3 58 65 69 84 66 99 75 64 55 19 11 53 50 56 33 86 72 64 0 31 8 77 88 32 76 35 6 39 61 43 39 93 56 98 41 91 17 29 68 91 12 38 19 62 26 95 70 54 6 54 82 12 13 92 90 44
88 71 50 34 76 73 3 56 98 61 46 50 99 10 81 75 70 10 31 84 47 21 73 81 90 62 77 58 45 46 49 68 10 58 74 78 80 60 49 45 56 28 80 38 56 64 74 22 80 97 83 48 82 65 55 83 28 60 22 76 8 33 31 0 55 89 5 96 68 17 38 1 98 33 7 82 65 3 60 10 59 54 68 42 6 3 43 16 75 34 60 69 29 52 19 97 37 75 7 90
64 69 4 79 55 71 20 29 87 18 67 2 65 9 10 80 35 48 98 65 91 6 58 84 92 88 18 37 25 96 91 55 44 76 31 33 99 9 54 22 56 36 2 42 69 61 36 9 84 52 75 79 34 64 16 9 81 83 88 77 23 40 8 55 0 59 48 24 65 39 79 99 48 74 88 42 42 71 58 24 26 19 9 68 72 33 40 46 88 91 68 94 27 45 55 39 68 28 76 10
26 89 80 50 6 60 45 93 75 84 21 38 7 9 49 6 77 80 21 32 5 75 90 45 51 33 51 80 44 91 90 91 30 8 71 4 33 69 33 33 45 68 85 95 83 60 2 63 73 64 26 7 48 95 32 30 65 50 68 82 90 71 77 89 59 0 47 47 74 42 36 83 38 36 35 32 17 49 79 82 24 8 97 34 35 49 73 67 98 70 47 51 12 75 54 2 80 2 51 44
45 65 44 15 25 68 32 87 8 80 29 54 80 2 35 45 88 33 79 26 75 65 45 12 25 16 28 3 98 52 37 79 13 2 90 79 16 7 31 81 88 54 90 49 46 11 16 13 96 46 83 1 9 9 20 23 47 34 99 8 42 75 88 5 48 47 0 53 1 16 71 71 61 73 50 8 36 5 42 54 3 77 1 83 1 16 95 74 20 74 3 47 72 27 29 84 65 64 42 84
75 26 89 68 36 76 24 15 15 19 89 25 63 23 5 85 82 97 17 40 54 91 48 75 16 97 62 33 9 90 23 37 25 82 74 52 59 16 53 94 37 46 9 3 29 21 41 45 65 40 70 73 2 99 16 51 63 66 54 60 74 81 32 96 24 47 53 0 52 77 27 20 29 91 96 44 25 32 96 17 44 99 41 17 87 20 88 14 9 36 29 77 88 93 32 61 34 93 4 51
